Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Estado Verificación,Periodo,(+/-) Ganancia (pérdida),(+/-) Ajustes por gastos por impuestos a las ganancias,( + ) Ajustes por gastos de depreciación y amortización,(+/-) Ajustes por deterioro de valor (reversiones de pérdidas por deterioro de valor) reconocidas en el resultado del periodo,(+) Ajustes por provisiones,(+) Ajustes por costos financieros,(+/-) Ajustes por pérdidas (ganancias) de moneda extranjera no realizadas,(+/-) Ajustes por pérdidas (ganancias) del valor razonable,(-) Ajustes por ganancias no distribuidas de asociadas,(+/-) Ajustes por pérdidas (ganancias) por la disposición de activos no corrientes,(+/-) Otros ajustes para conciliar la ganancia (pérdida),Total ajustes para conciliar la ganancia (pérdida),(+/-) Ajustes por disminuciones (incrementos) en los inventarios,(+/-) Ajustes por la disminución (incremento) de cuentas por cobrar de origen comercial,(+/-) Ajustes por disminuciones (incrementos) en otras cuentas por cobrar derivadas de las actividades de operación,(+/-) Ajustes por el incremento (disminución) de cuentas por pagar de origen comercial,(+/-) Ajustes por incrementos (disminuciones) en otras cuentas por pagar derivadas de las actividades de operación,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de operación,(+) Flujos de efectivo procedentes de la pérdida de control de subsidiarias u otros negocios,(-) Flujos de efectivo utilizados para obtener el control de subsidiarias u otros negocios,(+) Otros cobros por la venta de patrimonio o instrumentos de deuda de otras entidades,(-) Otros pagos para adquirir patrimonio o instrumentos de deuda de otras entidades,(+) Otros cobros por la venta de participaciones en negocios conjuntos,(-) Otros pagos para adquirir participaciones en negocios conjuntos,"(+) Importes procedentes de la venta de propiedades, planta y equipo","(-) Compras de propiedades, planta y equipo",(+) Importes procedentes de ventas de activos intangibles,(-) Compras de activos intangibles,(+) Recursos por ventas de otros activos a largo plazo,(-) Compras de otros activos a largo plazo,(-) Anticipos de efectivo y préstamos concedidos a terceros,(+) Cobros procedentes del reembolso de anticipos  y préstamos concedidos a terceros,"(-) Pagos derivados de contratos de futuro, a término, de opciones y de permuta financiera","(+) Cobros procedentes de contratos de futuro, a término, de opciones y de permuta financiera",(+) Dividendos recibidos,(+) Intereses recibidos,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de inversión,(+) Importes procedentes de aumento de capital y/o recolocación de acciones,(-) Disminución de capital social y/o readquisición de acciones,(-) Pagos por otras participaciones en el patrimonio,(+) Importe procedente del aumento prima por emisión,(-) Disminución de prima por emisión,(+) Importes procedentes de préstamos,(-) Reembolsos de préstamos,(-) Pagos de pasivos por arrendamientos financieros,(-) Dividendos pagados,(-) Intereses pagados,(+/-) Otras entradas (salidas) de efectivo,Flujos de efectivo netos procedentes de (utilizados en) actividades de financiación,"Incremento (disminución) neto de efectivo y equivalentes al efectivo, antes del efecto de los cambios en la tasa de cambio",(+/-) Efectos de la variación en la tasa de cambio sobre el efectivo y equivalentes al efectivo,Incremento (disminución) neto de efectivo y equivalentes al efectivo,Efectivo y equivalentes al efectivo al principio del periodo,Efectivo y equivalentes al efectivo al final del periodo
167434,800113470,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1067906,,,,,,,,,,,,,,926323,,,103280,-38303,,,,,,,,387543,,,,,,,,,,,,-387543,,,,,,,,,,,377692,377692,-48154,,-48154,86799,38645
167450,900010332,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2486002,-67146,,255487,,,,,,,,188341,14276982,-4136209,,4807661,-4038793,,13583984,,,,,27300,,3433767,,467252,,,,,,,,,,,3928319,,,,,,,15482171,,,,-910144,-16392315,1119988,,1119988,9685605,10805593
167459,900325530,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,641424,483355,99795,,,,,,,,-1752681,-1169531,380089,-1485792,260340,-153576,-87598,1288812,-325832,,,,,,,,11077,,,,,,,,,,,,-11077,,,,,,,149840,,120000,,,-269840,-606749,,-606749,1019225,412476
167461,800227047,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,19319,27529,8000,,,,,,,,,35529,,-189537,4860,-304714,-25303,,-459846,,,,,,,,148152,,,,,,,,,,,865357,717205,,,,,,,,,,,,,257359,,257359,671915,929274
167544,802019633,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2042767,28417,47304,,,,,1682815,,,,1758536,0,-14187814,701318,-982107,-794290,,-11461590,,107840,,,,,,7995782,,,,,,,,,,,,-8103622,,,,,,18062051,,,529366,,,17532685,-2032527,,-2032527,6291372,4258845
167619,860027231,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,293194,,253715,10049,47332,0,125563,0,0,0,-8100,428559,7532,-735898,0,1372113,23329,592983,1981812,0,0,0,0,0,0,9614,525746,,,,,,,,,,,,-516132,,,,,,264959,1346726,,,,,-1081767,383913,,383913,66719,450632
167636,900381432,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1865,,,,,,,,,,,,-49896,-924830,,466573,-7610,-2372,-520000,,,,,,,,,,,,,,,,,,,,,,,,,,520000,,,,,,520000,0,,0,200,200
167654,900346744,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3298,4036,104097,,,,,,,-160,,107973,,139632,,-68227,-75015,76814,184475,,,,,,,51164,,,,,,,,,,,,-370019,-318855,,,,,,,,,,,-74881,-74881,-209261,,-209261,217469,8208
167672,800204737,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2404251,39865,30980,,,777461,,,,,,848306,10525327,1524207,,1324658,,,16626749,,1742268,,1324658,,,,15078,,,,1327394,11280965,,,,,,,-15690363,,,,,,,,,,,,,936386,,936386,561850,1498236
167762,809007132,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2474677,,689418,,,,,,,,,689418,2812534,513487,645155,96716,,,7231987,,,,,,3825715,,,,,,,,,,,,,,-3825715,,1837832,,,,51830715,50995537,,,2474018,,-3476672,-70400,,-70400,184002,113602
167768,900591334,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,282436,,42848,,,,,,,,148381,191229,102586,-306631,,-35180,189502,-373153,50789,,,,,,,,1308964,,,,,,,,,,,,-1308964,,,,,,,,,,,893722,893722,-364453,,-364453,731615,367162
167789,800249449,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,272162,-184261,80834,,,,,,,,,-103427,,-951695,-203474,104824,371596,,-510014,,12564,,,,,,527331,,,,,,,,,,,,-539895,10632694,,,,,,,,,,-9441107,1191587,141678,0,141678,82641,224319
167808,860000531,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,9019936,-56633,642034,,,-321573,,-2210808,,,-9818,-1956798,-7099781,21909632,,2039258,,,23912247,,,,,,,,177135,,,,,,,,,,,,-177135,,,,,,,12898382,,,,,-12898382,10836730,,10836730,30645615,41482345
167824,900330749,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,38517,24077,23183,,,,,,,,,47260,,-55644,,155,-23784,,6504,,,,,,,,2599,,,,,,,,,,,,-2599,,,,,,,,,,,,,3905,,3905,38785,42690
167833,800111946,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,492711,,353028,,,,,,,,-96104,256924,,-1969888,-316800,1633882,115098,-489169,-277242,,,,,,,,33511,,189148,,,,,,,,,,-222659,,,,,,496528,109510,,,68091,,318927,-180974,,-180974,1980459,1799485
167861,900190138,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,337951,11426,,,,,,,,,,11426,,-368000,,43592,,-24969,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,518,518
167863,830108141,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,31128,0,60276,0,0,0,0,0,0,0,0,60276,671160,283850,-334849,0,0,-126454,585111,0,0,0,0,0,0,0,13320,3791,0,0,0,0,0,0,0,0,0,0,-9529,0,0,0,0,0,0,543616,0,0,0,0,-543616,31966,0,31966,6168,38134
167884,900797133,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1167602,,4042,,,,,,,,,4042,,-160598,,-4666,,42854,1049234,,1010159,,,,,,,,,,18506,,,,,,,,-1028665,,,,,,,,,,,-4587,-4587,15982,,15982,1888,17870
167936,890203646,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,31282,15700,,,,,,,,,,15700,,-45950,-3252,24908,-22688,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,332506,332506
167955,860004030,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1677288,718591,349312,,,,,,,,-586064,481839,-344487,-576458,-2183625,820494,3635351,-2313542,1196860,,,,4658913,,,28000,,,2832,,,,,,,,,,-4633745,,,,,,2605430,474729,,,,,2130701,-1306184,,-1306184,2660722,1354538
167967,900353434,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-2534077,15913,60715,,,,,,,,2931385,3008013,,-5925225,273707,-1612170,-799479,,-7589231,,,,,,,,97611,,,,,,,,,,,,-97611,8290000,,,,,5558,1000000,,,,,7295558,-391284,,-391284,625484,234200
167980,900013134,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,10412,-239870,,,,,,,,,,-239870,,,,-329015,,-1259051,-1817524,,,,,,,,,,,,,,,,,,,239870,239870,500,,,1359000,,,,,,,,1359500,-218154,,-218154,331854,113700
168007,900140538,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-10543,208588,124668,,,306061,,-286900,,800413,-1098464,54366,-101642,-19667,-68219,,9963167,-89599,9727863,,11399651,340990,,,,,27810,,,,,,,,,572433,433038,,-10081000,,,,,,,,,459000,78934,,-537934,-891071,,-891071,1572008,680937
168035,900495930,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1196745,298109,523132,,,,,,,,,821241,-535736,-12596,1264031,3940,-80445,,2657180,,,,,,,,383104,,13984997,,,,,,,,,,-14368101,,30703,,,,11260699,,,,,,11229996,-480925,,-480925,1089871,608946
168048,890906924,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-235397,,,,,,,,,,,,8098,3067471,-1741,-1114802,-212345,258817,1770101,,,,,,,,1025111,,,,,,,,,,,-2092411,-3117522,,,,,,983641,,,,,,983641,-363780,,-363780,364480,700
168086,900840932,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-11993362,10713658,0,,,,,,453942,,,10259716,,,4261056,,-3315843,-17379,-805812,,,,,,,,,,,,6500000,,,,,,,,-6500000,,,,,,7302085,,,,,,7302085,-3727,,-3727,9744,6017
168094,860069841,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-37982,,,,,,,,,,6723,6723,,3797,,48798,-21498,,-162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-162,,-162,12432,12270
168139,900165132,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-197948,,59765,,,,,,,,,59765,-273710,,2558468,,253940,,2400515,,,,,,,,1214659,,2797,,9668883,,,,,,,,-10886339,2,,,,,1667289,,,,,6487030,8154321,-331503,,-331503,446370,114867
168173,860062439,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1211859,,143798,,,,,,,,,143798,,-1471919,-602146,489688,,,-228720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149851,149851,-78869,,-78869,1171115,1092246
168201,860027548,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1128232,197,1135,,,,,-104313,1581243,,420088,-1264136,,7593,,-438,,5920,-122829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105117,105117,-17712,,-17712,38558,20846
168208,900060537,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,49099,,26772,,,,,,,,,26772,-14487,-993472,25371,-16391,264029,794547,135468,,,,,,,,,,,,,,,,,,,,,,,,,,,131906,,,,,-131906,3562,,3562,20047,23609
168228,890943038,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1252511,175522,9199,8349,,,,-553367,,,-369519,-729816,8407,-18794,259917,-532655,-101549,-5740,132281,,,,,,128300,,1400,,,,,,,,,,,,-129700,,,,,,,,,,,,,2581,,2581,4340,6921
168269,830133132,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,377693,,196797,,339110,,,,,,,535907,85520,119121,-1474347,-1804996,1844356,-5663,-322409,,,,,,,,113113,,2473,,38548,,,,,,,,-154134,1116505,,,,,,186470,,,,,930035,453492,,453492,964323,1417815
168271,800043728,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,6187,3010,2331,,,,,,,,,5341,,,,,,,11528,,,,,,,,,,,35226,,,,,,,,-2043575,-2008349,,,,,,3500000,,,,,,3500000,1503179,,1503179,48291,1551470
168279,824004532,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,31835,0,14249,0,0,0,0,0,0,0,0,14249,5957,0,0,-52778,-20397,1233,-19901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19901,0,-19901,29632,9731
168282,801004232,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,97622,67664,14562,826,,,,,,,-198839,-115787,1108492,1851580,,-2056113,789943,-2584591,-908854,,,,,,,,,716521,,,,,,,,,,,716521,,,,,,575345,515549,,,,,59796,-132537,,-132537,149095,16558
168292,808003827,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,22364,,,,,,,,,,,,0,0,0,0,0,0,22364,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,8196,0,-8196,14168,,14168,29043,43211
168322,900770349,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-10173282,374215,,,,3899263,,,,,-4183,4269295,,,4815011,,,-478031,-1567007,,,,,,,,,,,,,,,,,,,-8991455,-8991455,105610,,,10455395,,,,,,,,10561005,2543,,2543,2369,4912
168365,806005340,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,492135,,,,,,,,,,,,517285,,-4052627,-1246998,229540,42442654,38381989,,,,,,,,,,,,,,,,,,,,,,,,,,,37878143,,,,,-37878143,503846,,503846,165693,669539
168371,860520741,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,769405,,,,,,,,588775,,,-588775,,-229908,,38228,,-4425,-15475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1023,-1023,-16498,,-16498,38385,21887
168374,900592369,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,556242,-306707,59044,,,1215,89431,,,3719,41899,-111399,,-2554969,-143738,84569,1274160,51970,-843165,,,,,,,,94163,,4727,,,,,,,,,,-98890,,,,,,965013,449013,,,1009,,514991,-427064,,-427064,818767,391703
168387,900203545,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,482793,-57920,72420,337370,10330,,,,,,-8241,353959,1040102,-275238,,-15291,-304936,-84861,1196528,,,,,,,321045,4212,,,,,,,,,,,-906459,-589626,,,,,,,,,,,-310057,-310057,296845,,296845,506499,803344
168497,900015842,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,72392,,7416,,,,,,,,,7416,787463,63178,147000,,-872690,,204759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204759,,204759,139393,344152
168500,900022943,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-875742,23542,297954,,,,,-55000,,,,266496,-12848887,-3463118,,1761693,,-2737390,-17896948,,,,,,,55000,344736,,,,,,,,,,,-42077,-331813,,,,,,10710000,896467,,,,8543044,18356577,127816,,127816,2304,130120
168513,900490182,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,20984,-2486,,,,,,,,,,-2486,,-10742,259410,,-267166,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,4,4
168524,890301839,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,624593,387719,222930,-1769,,,,,,,,608880,-1021748,-1500150,697255,-1183566,,-828291,-2603027,,,,,,,,36327,,103300,,,,,,,,,-267201,-406828,,,,,,,12039,,,,,-12039,-3021894,,-3021894,6843041,3821147
168530,819006966,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,586956,559498,13161124,466881,,,-11653,,,727893,-3208666,11695077,83427,14957,27013,2655442,3225586,-5466324,12822134,,166499,,,,,,23659722,,590565,,,,96387,,,,,,-24320399,,,,,,10411101,,,,,,10411101,-1087164,,-1087164,2306534,1219370
168537,800056543,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-2897834,0,126349,0,4123404,0,0,0,3338035,0,5277877,6189595,0,-2538186,0,-3030046,144696,340736,-1791039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2891611,2891611,0,0,0,0,0,0,0,0,0,900572,0,-900572,200000,0,200000,,200000
168558,800072137,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1390449,-145290,489334,,,,,,,,-11495,332549,-74260,133171,-332709,346526,,,-985172,,,,,,,,122205,,,,,,,,,,,6522400,6400195,,,,,,,5234207,,,,,-5234207,180816,,180816,598922,779738
168561,800069419,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,790107,317577,242189,88681,,,,-46837,,,,601610,246138,-409930,-224275,-159642,-205566,7172,645614,,,,,,,,352706,,,,,,,,,,,,-352706,,,,,,,,,250000,,,-250000,42908,,42908,1154331,1197239
168584,830061638,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,50717896,485723,12620,,,,,,,,7659945,8158288,,-2136350,,,3924560,,60664394,,2398194,,,,,,,,,,,,,,,,,-42289495,-44687689,,,91,,,,,,15500000,,,-15500091,476614,,476614,1721251,2197865
168592,800149252,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,60976,,-214738,,,,,-80000,,,4053168,3758430,-81230,379195,,85394,46774,-133337,4116202,,,,,,,,,,,,,,,,,,,-3888841,-3888841,,,,,,,,,,,-258774,-258774,-31413,,-31413,43210,11797
168606,800254539,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,324644,304605,36500,8910,136779,6730,,,,,42391,535915,,-1331918,-1140107,-222605,731803,,-1102268,,,,,,,,7766,,,,226920,,,,,,,,-234686,184000,,,,,,57098,,,,,126902,-1210052,,-1210052,2874147,1664095
168632,890212736,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,137237,14793,41760,,,,,,,,,56553,-25919,,113082,-25539,-122244,,133170,,,,,,,107384,,,,,,,,,,,,,107384,,,,,,,97506,,,,,-97506,143048,,143048,720768,863816
168719,900053139,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,4732547,964517,874724,,,,,,415872,-2388811,,-965442,,-1805172,3956782,,,,5918715,,75335,,6045890,,,,56085,,,2110000,6699517,,,,,4488780,,-2766849,-9044896,,,,,,742576,,,,,,742576,-2383605,,-2383605,5260477,2876872
168749,860534836,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,233761,5714,,,,,,,,,,5714,,,-11160,,-3452,,224863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497318,,,-497318,-272455,,-272455,709090,436635
168786,890926552,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,36838,,,,,,,,,,,,,,637200,,264564,,938602,,,,,,,,928808,,,,,,,,,,,,-928808,,,,,,,,,,,,,9794,,9794,529830,539624
168790,811028339,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1515530,239139,1123313,,,211953,-17021,,285809,163743,-2003948,-568630,,-3625849,1042324,,1050819,,-585806,,,115457,,,,,628990,,137916,,,,13736,,,,18509,,-619204,,,,,,2800000,966233,235803,632235,194101,,771628,-433382,,-433382,2058580,1625198
168852,900479541,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
168872,900978323,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1635,,,,,,,,,,,,,,42804,,3258808,-4543,3298704,,,,,,,,,,,,,,,,,,,-16288316,-16288316,,,,,,,,,,,,10868956,-2120656,,,2328638,207982
168892,900410839,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,147078,,129081,,,,,,,,-3082,125999,,-109344,-2627008,166426,-68696,,-2365545,,,,,,,,3470,,,,,,,,,,,,-3470,,,,,,,,,,,2370000,2370000,985,,985,25612,26597
168902,900033933,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,218697,183242,280178,,,,,,,,,463420,-669850,-1700227,220707,-816284,1964754,-265072,-583855,,,,,3300,,,,,,,24666,,,,,,,-24802,-46168,,,,,,127149,118800,,,,,8349,-621674,,-621674,657687,36013
168909,890113945,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,62816,,378110,,316789,,,,,,,694899,,-182122,,122467,-252144,,445916,,,,,,,,141244,,,,,,,,,,,,-141244,,,,,,1361111,,,,,-602881,758230,1062902,,1062902,54808,1117710
168923,900073438,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-437293,101575,18318,0,0,0,0,0,179782,0,37363,-22526,837495,-807577,-392863,-386842,-156589,0,-1366195,0,0,0,0,0,0,0,9599,0,0,0,0,0,0,0,0,0,0,0,-9599,0,0,0,0,0,2032,0,0,0,0,0,2032,-1373762,0,-1373762,3657302,2283540
168924,860043345,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,9384879,5062713,4028609,-35720,,3077718,,-9128255,,,1674358,4679423,1344787,2003415,-395465,624592,-21114,583451,18203968,7236642,239337,,446705,,,11000,4027209,,,,1248796,548341,4466220,,,,,-12095797,-6892323,,,,,,,8156275,,,3077718,,-11233993,77652,,77652,432827,510479
168926,890912140,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1714895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651230,4735706
168932,900060742,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,846814,,700115,,,,,,,,,700115,-2445565,-11485195,,3378726,-1491663,262261,-10234507,,,,,,,,,,,,,,,,,,,,,,,,,,13971761,,,,,-2334454,11637307,1402800,,1402800,317824,1720624
168955,860043044,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,8084826,1100000,112140,,,,0,-3343427,0,0,-40592,-2171879,-941847,3294724,1002799,715973,-2000383,-1178494,6805719,0,0,0,0,0,0,0,9101,3926664,0,0,0,0,0,0,0,0,0,0,3917563,0,0,0,0,0,0,0,0,11008124,0,0,-11008124,-284842,0,-284842,326663,41821
168957,900485553,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,45312,36437,8403,,,,,,,,,44840,,,971627,,-506524,-1129,554126,,,,,,544901,,15720,,,,,,,,,,,,-560621,,,,,,,,,,,-16714,-16714,-23209,,-23209,35112,11903
168975,830513238,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,712555,-106498,1605274,,795204,,121928,,,,126306,2542214,5733728,-2777980,-823199,-810560,4890393,,9467151,,,,,,282638,,189870,,939344,,,,,,,,,,-1411852,,,,90245,,,6539776,,,,,-6449531,1605768,,1605768,11589710,13195478
168976,800020251,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,14879,4128,,,,,,,,,-16148,-12020,3028,-89658,-1082,185,,-7249,-91917,,,,,,,95000,,,,,,,,,,,,,95000,,,,,,,,,,,,,3083,,3083,647,3730
169005,900645945,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-227631,74650,579,,,,185,,,,-695974,-620560,,857044,,325053,-262991,,70915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-300131,-300131,-229216,,-229216,749853,520637
169032,900256838,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,723759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755115,535657
169050,900381847,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1173094,,7483,0,0,0,0,0,0,0,0,7483,0,-376391,,25486,0,78272,907944,0,0,0,0,0,0,0,1649,0,0,0,0,0,0,0,0,0,0,-646251,-647900,,,,,,,,,49468,,,-49468,210576,,210576,15955,226531
169058,900126938,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-980448,-83606,76950,,,,,,,,-87282,-93938,,867042,21344,6123,-109484,188657,-100704,,,,,,,,,,,,,,,,,,,,,,,,,,216225,51045,,,,,165180,64476,,64476,23331,87807
169061,800130137,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,816191,,882928,,,,12949,,,,-548761,347116,,2020148,,-1227001,,-52892,1903562,,,,,,,,1565477,,,,,,,,,,,-37695,-1603172,,,,,,7892985,7715047,,,,,177938,478328,,478328,187674,666002
169070,804010640,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,628044,336043,,,,,,,,,,336043,1698544,,3082186,-1800745,,,3944072,,,,,,,,118427,,,,,,,,,,,,-118427,,,1918052,,,,700112,,2000000,,,-4618164,-792519,,-792519,2331660,1539141
169100,890301054,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,10948253,,4736199,,,,,-180943,,,833699,5388955,1223855,-1165588,,-10526134,872925,-44628,6697638,,,,,,,,1643786,,,,,,,,,,,370176,-1273610,,,,,,,2357884,,12000000,,,-14357884,-8933856,,-8933856,63998172,55064316
169102,860450644,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,251056,,11489,,103855,,,,,,,115344,,-49528,,15919,,-290507,42284,,24843,,,,,,,,,,,,,,,,,,-24843,,,,,,,,,270368,,164296,-106072,-88631,,-88631,1671938,1583307
169105,900454236,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7009859,-812811,3604,,,,,-6038301,,,,-6847508,,2416324,422889,-34921692,-136182,12245,-32044065,,,,,,,,,,,,,,,,,,,-2696655,-2696655,12122879,,,,,,,,,,23635612,35758491,1017771,,1017771,1592662,2610433
169118,900395752,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-1000558,481326,,,,,544029,-102118,,,830915,1754152,,,4864020,,-9538266,-21869490,-25790142,,,,,,,,,,,,,,,,,18000000,,-91915,17908085,,,,,,,,,,,,,-7882057,-86700,-7968757,16008000,8039243
169128,900477542,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2246184,,-8001,,,,,,,,-2368239,-2376240,,688043,360225,-939245,,-18339,-39372,,,,,,,35783,,,,,,,,,,,,-4336840,-4301057,3686840,,,,,651334,,,,,,4338174,-2255,,-2255,2255,0
169133,830054444,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1048975,480601,167518,,130682,,,,,,,778801,-681307,-1826662,,813336,216017,-2194546,-1845386,,,,,,,,,,,,,,,,,,,2110788,2110788,353004,,,,,,,,528686,,,-175682,89720,,89720,698856,788576
169159,890924840,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,17565669,2724162,2492416,,,,,-16064918,732819,181483,65844,-11333832,,-2643240,,1821919,2978338,-1367294,7021560,,,,,,,20000,1656930,,,,2535763,,,,,,,,-4172693,,,,,,,,,,,-2849092,-2849092,-225,,-225,202106,201881
169182,890900836,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,-126844,-31967,,,,,,,,,,-31967,-19195733,-1297467,-1210410,-390341,-66635,-14964,-22334361,,,181897,395814,,,,,,,,516335,,272106,,,,,12642917,12184771,,,,,,,,,,,10156006,10156006,6416,,6416,434902,441318
169288,860514047,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,262273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289847,391420
