Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Estado Verificación,Periodo,Ingresos de actividades ordinarias,Costo de ventas,Ganancia bruta,Otros ingresos,Gastos de ventas,Gastos de administración,Otros gastos,Otras ganancias (pérdidas),Ganancia (pérdida) por actividades de operación,Ingresos financieros,Costos financieros,"Participación en las ganancias (pérdidas) de subsidiarias, asociadas y negocios conjuntos que se contabilicen utilizando el método de la participación","Ganancia (pérdida), antes de impuestos",Ingreso (gasto) por impuestos,Ganancia (pérdida) procedente de operaciones continuadas,Ganancia (pérdida) procedente de operaciones discontinuadas,Ganancia (pérdida)
169437,900529440,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,14555004,12150549,2404455,456248,,1666317,61525,,1132861,4446879,3854335,,1725405,-1220325,2945730,,2945730
169437,900529440,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,12893220,10884169,2009051,1863196,,1064251,135877,,2672119,2076338,5823853,,-1075396,1389954,-2465350,,-2465350
169449,900379785,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,256606,,280992,119066,0,-143452,33548,36012,,-145916,77604,-223520,,-223520
169449,900379785,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,,0,92240,,82022,4279,,5939,28,12393,,-6426,37593,-44019,,-44019
169461,900418344,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,45250,-45250,20099502,821486,18766582,,,466184,,,,466184,205329,260855,,260855
169461,900418344,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,305642,-305642,14897114,1204891,13461379,,,-74798,,,,-74798,267660,-342458,,-342458
169494,800150536,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1200012,,1200012,6632992,,3399440,3153443,,1280121,,,,1280121,-925827,2205948,,2205948
169494,800150536,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,201201,,201201,9442647,,5352412,1156329,,3135107,,,,3135107,1812467,1322640,,1322640
169502,900007654,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,22842315,18876556,3965759,0,3441349,1023132,6999,26207,-479514,42,516355,,-995827,-261360,-734467,,-734467
169502,900007654,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,24656291,20358591,4297700,73140,3687993,913531,10201,169783,-71102,92,425715,,-496725,-81887,-414838,,-414838
169503,900784939,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1625664,0,1625664,85477,8696,1730792,50211,,-78558,1704,13584,,-90438,208900,-299338,0,-299338
169503,900784939,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1287207,0,1287207,21288,0,1509372,19026,,-219903,8155,26004,,-237752,69603,-307355,0,-307355
169520,900259337,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5338667,653876,4684791,153023,,1902385,590690,,2344739,,1063476,,1281263,732288,548975,,548975
169520,900259337,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,4723782,854455,3869327,60243,,2174620,244353,,1510597,,1130867,,379730,433482,-53752,,-53752
169522,900572536,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,441918,,441918,0,,224650,0,,217268,,258,,217010,74950,142060,,142060
169522,900572536,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,319415,,319415,0,,139255,5529,,174631,,3684,,170947,57324,113623,,113623
169536,800182442,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,701759,947708,-245949,12767,,304542,17200,-305129,-860053,4891,85882,,-941044,58159,-999203,,-999203
169536,800182442,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2277761,1679354,598407,81098,,480774,31990,-11969,154772,16396,222244,,-51076,119438,-170514,,-170514
169538,900525059,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3280793,2096208,1184585,40925,,658664,119497,,447349,23596,,,470945,153552,317393,,317393
169538,900525059,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,3385877,2167433,1218444,4893,,559317,123054,,540966,16600,,,557566,202439,355127,,355127
169560,900165937,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3168007,2176929,991078,65385,,,836358,,220105,,,,220105,132622,87483,,87483
169560,900165937,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,5409322,3856923,1552399,10608,,1038811,170265,,353931,,,,353931,237004,116927,,116927
169807,860353151,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1868058,195000,1673058,20831,,1266641,190487,,236761,242350,,,479111,54822,424289,,424289
169807,860353151,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1242353,,1242353,6854,,1233098,7200,131937,140846,339505,1154,,479197,65083,414114,,414114
169815,900420437,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,155790,,155790,187456,,106951,609,,235686,,,,235686,17239,218447,,218447
169815,900420437,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,49555,,49555,0,,48569,24416,,-23430,,,,-23430,2565,-25995,,-25995
169822,900653438,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,6223582,5996000,227582,76594,0,45259,0,0,258917,5142,356976,,-92917,28391,-121308,0,-121308
169822,900653438,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,9978182,8604196,1373986,113886,0,64361,0,,1423511,7300,1263738,,167073,135548,31525,0,31525
169834,860042141,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,248573676,184152157,64421519,1646178,42109460,14937279,1130390,,7890568,5273521,11833993,,1330096,222301,1107795,,1107795
169834,860042141,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,223030159,163613876,59416283,602395,33532851,13406766,2294056,,10785005,224882,10504439,,505448,37397,468051,,468051
169838,830048145,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,64130239,10443847,53686392,0,19381764,25494720,,,8809908,615217,2339613,,7134920,2793887,4341033,,4341033
169838,830048145,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,35349635,5684576,29665059,0,11687788,14436184,,,3541087,383567,1207417,,2717237,1451147,1266090,,1266090
169860,800186444,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,16008,,49240,77490,,-110722,,,,-110722,901,-111623,,-111623
169860,800186444,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,17915,,17915,41131,,46656,1132,,11258,,,,11258,2676,8582,,8582
169864,804017745,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2360375,202764,2157611,1425944,,2023515,1071252,,488788,9796,193546,,305038,104591,200447,,200447
169864,804017745,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1798855,216767,1582088,2001216,,2262980,1371595,,-51271,1797,59583,,-109057,1103234,-1212291,,-1212291
169871,804009443,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,311319,112522,198797,0,,114151,31272,,53374,,3630,,49744,12637,37107,,37107
169871,804009443,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1338919,892886,446033,0,,143073,83066,,219894,,11637,,208257,67533,140724,,140724
169888,860511043,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,903678,,903678,9483958,516117,41949,6164,,9823406,5658,18166,,9810898,-84076,9894974,,9894974
169888,860511043,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,755762,,755762,11519787,493836,73015,21048,,11687650,6319,20583,,11673386,-64907,11738293,,11738293
169897,900196861,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5392529,,5392529,0,,1117787,1250610,,3024132,,2728442,,7815591,-341222,8156813,,8156813
169897,900196861,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,5381908,,5381908,0,,2485234,,,2896674,,2714025,,182649,3202461,-3019812,,-3019812
169899,860046645,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,94667520,,94667520,3545150,,22831910,63334054,-4241210,7805496,3324,1940814,,5868006,2247614,3620392,,3620392
169899,860046645,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,86303690,,86303690,349422,,16840231,64408624,,5404257,,2213217,,3191040,91793,3099247,,3099247
169900,830144243,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,17463793,11070537,6393256,753749,2697784,1550065,,,2899156,,1115303,,1783853,698048,1085805,,1085805
169900,830144243,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,15823877,10049942,5773935,835621,2619842,1546446,,,2443268,,1626493,,816775,307998,508777,,508777
169912,900520444,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3261603,0,3261603,210923,,5182486,61577,,-1771537,3849,155236,,-1733389,-2117,-1731272,,-1731272
169912,900520444,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2865143,0,2865143,64649,,2833246,57320,,39226,4277,84739,,950498,49150,901348,,901348
169913,860504357,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7483523,6761107,722416,92425,320896,183473,,0,310472,2144,113494,,199127,115232,83895,,83895
169913,860504357,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,585592,391984,193608,63954,37360,168482,,,51720,797,29747,,23344,11578,11766,,11766
169926,900369748,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,0,0,448137,,779521,948892,,-1280276,1488635,1602155,,5716970,1878569,3838401,,3838401
169926,900369748,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,0,0,3043383,,608250,1149968,,1285165,882356,2100747,,6792210,2710849,4081361,,4081361
169942,890210959,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,207060,,207060,0,,3105,8086,2,195871,,,,195871,46500,149371,,149371
169942,890210959,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,199423,,199423,0,,3536,914,2,194975,,,,194975,64643,130332,,130332
169959,900404775,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,33206,,33206,0,,2488,28552,82,2248,0,1012,,1236,8177,-6941,,-6941
169959,900404775,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,148361,,148361,0,,3399,0,0,144962,6680,2,,151640,27606,124034,,124034
170017,900291352,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2816160,,2816160,3894,,1247238,12088,,1560728,15129,23853,,1552004,184466,1367538,,1367538
170017,900291352,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1223219,,1223219,5921,,335717,1,,893422,51385,106333,,838474,89404,749070,,749070
170038,900291873,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3117540,,3117540,4597,,1521283,24872,,1575982,17698,43826,,1549854,253780,1296074,,1296074
170038,900291873,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1624195,,1624195,40574,,582243,1020,,1081506,70101,121917,,1029690,110116,919574,,919574
170044,900247844,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,10300733,8278604,2022129,325552,1746967,296545,72021,,232148,,342561,,-110413,30772,-141185,,-141185
170044,900247844,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,9590645,7192751,2397894,280087,1782387,369442,284841,,241311,,312310,,-70999,-5058,-65941,,-65941
170055,900442639,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,21855955,19943740,1912215,248869,1020290,865342,556353,,-280901,,,,-280901,,-280901,,-280901
170055,900442639,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,26393182,23869483,2523699,19142,2169530,,384378,,-11067,,,,-11067,,-11067,,-11067
170059,900817664,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,703561,,208670,81323,,413568,640273,,,1053841,474717,579124,,579124
170059,900817664,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,,0,541119,,105262,136700,,299157,121923,,,421080,164396,256684,,256684
170073,830067747,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7630598,6665451,965147,23322,,218182,3435,,766852,214202,247118,,733936,302848,431088,,431088
170073,830067747,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,6632707,5343982,1288725,10733,,174098,30589,,1094771,404497,184962,,1314306,382811,931495,,931495
170088,860003342,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2757732,2442440,315292,143410,,,148528,,310174,1733,116853,,195054,68506,126548,,126548
170088,860003342,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,5119107,4540254,578853,380104,,,68465,,890492,,66716,,823776,344150,479626,,479626
170146,830076044,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,11125005,7509914,3615091,483051,,2719526,672450,,706166,,,,706166,141403,564763,,564763
170146,830076044,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,17692508,11969864,5722644,253783,,3473427,886894,,1616106,,,,1616106,666897,949209,,949209
170147,890900453,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,46528449,31906443,14622006,932516,7018971,4125943,844705,,3564903,2855259,3638242,,2410758,1097487,1313271,,1313271
170147,890900453,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,42001631,29099947,12901684,789425,6600590,3815580,590173,2577321,5262087,1925235,2570759,,4616563,1017514,3599049,,3599049
170167,900862745,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,93,,93,0,,305221,9657,,-314785,,4711552,,-5026337,71019,-5097356,,-5097356
170167,900862745,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,85,,85,0,,201049,94,,-201058,,4710833,,-4911891,168912,-5080803,,-5080803
170170,800003644,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,70947695,57294190,13653505,1227960,,11265158,370302,,3246005,40749,1876235,,1410519,295099,1115420,,1115420
170170,800003644,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,70095275,56588990,13506285,1216987,,11667158,104212,,2951902,108320,2607248,,10988474,157519,10830955,,10830955
170234,800118231,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,7708978,3691789,4017189,0,1921695,1836278,10247,118070,367039,10681,255727,,122829,75921,46908,,46908
170234,800118231,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,7660025,3783909,3876116,0,2039023,1856433,35880,109115,53895,7651,164400,,-52356,36703,-89059,,-89059
170241,830076035,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,813527,,813527,178793,,1012712,57458,,-77850,,158845,,-236695,14200,-250895,,-250895
170241,830076035,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1196025,,1196025,268565,,1220533,87858,,156199,,220043,,-63844,32642,-96486,,-96486
170248,860002238,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,60962,-60962,176,,482780,1743,,-545309,,219,,-567964,103316,-671280,,-671280
170248,860002238,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,20358,234971,-214613,190,,555210,600,,-770233,,1379,,-771612,193516,-965128,,-965128
170250,900072274,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,45070,,45070,1810,17426,189317,53146,,-213009,,,,-213009,7735,-220744,,-220744
170250,900072274,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,702393,582284,120109,4,117869,366361,181294,,-545411,,,,-545411,25301,-570712,,-570712
170256,900443255,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,758478,,758478,0,0,1622949,170645,,-1035116,911265,2403921,,13862286,713338,13148948,,13148948
170256,900443255,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,3350357,,3350357,0,0,1365774,108520,,1876063,11615,4145761,,11060302,280217,10780085,,10780085
170285,900389646,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,9937,0,9937,1106121,,10223,1531788,,-425953,,,,192744,66829,125915,,125915
170285,900389646,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,,0,1205893,,14310,985673,,205910,,,,3922478,12857,3909621,,3909621
170359,860532244,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,140583932,124313249,16270683,5636830,12864954,3702602,618834,,4721123,65007,1201611,,3584519,812785,2771734,,2771734
170359,860532244,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,128572645,113920576,14652069,3547593,12060920,3034295,426357,,2678090,75303,1005944,,1747449,299678,1447771,,1447771
170376,900241946,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,814392,37586,776806,1229180,,653081,129283,,1223622,249,,,1223871,,1223871,22207,1246078
170376,900241946,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2159956,836783,1323173,5303183,57200,1993431,44596,,4531129,11316,14565,,4527880,641511,3886369,,3886369
170378,860005658,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,3314843,2378295,936548,1011851,323511,665697,122040,,837151,,,,1707545,269868,1437677,,1437677
170378,860005658,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,7164025,4428465,2735560,821239,289761,789970,111320,,2365748,,,,3255229,812523,2442706,,2442706
170382,900141446,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,65706212,58101896,7604316,573,1324123,2057803,,,4222963,,226975,,3995988,1318676,2677312,,2677312
170382,900141446,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,45130386,39433363,5697023,0,1361349,2383532,,,1952142,,363468,,1588674,524262,1064412,,1064412
170395,800216753,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,227136,25047,202089,91924,,53631,6439,,233943,,,,233943,38819,195124,,195124
170395,800216753,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,213574,56377,157197,14432,,102403,4924,,64302,,,,64302,34801,29501,,29501
170417,830510846,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,515052,,515052,665112,,1060601,1064800,,-945237,190599,92579,,3342737,98097,3244640,-10894,3233746
170417,830510846,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,128341,,128341,1263543,,1352173,179538,,-139827,376723,22200,,2273238,50339,2222899,-186660,2036239
170437,900401351,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1927727,,1927727,10219,,1338694,,,599252,675213,388797,,885668,300330,585338,,585338
170437,900401351,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1594534,,1594534,13445,,963961,4326,,639692,462211,386398,,715505,206649,508856,,508856
170439,900401353,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,1923657,,1923657,9019,,918856,,,1013820,571905,372316,,1213409,434759,778650,,778650
170439,900401353,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1937036,,1937036,66039,,954445,6707,,1041923,605021,428067,,1218877,353394,865483,,865483
170442,900253902,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2813744,,2813744,11107,,1641030,53260,,1130561,,,,1130561,169000,961561,,961561
170442,900253902,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,2797573,,2797573,4683,,1401629,371033,,1029594,,,,1029594,288589,741005,,741005
170460,860062854,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,12903655,4201639,8702016,2503355,1259370,6711992,647612,,2586397,374661,2070717,,890341,213788,676553,,676553
170460,860062854,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,16947994,4210179,12737815,587267,1496619,6951581,2606438,,2270444,1089022,3132614,,226852,-2383925,2610777,,2610777
170498,830141831,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2524758,1461834,1062924,116283,,716955,38286,,423966,,,,423966,134346,289620,,289620
170498,830141831,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,1894282,994563,899719,96341,,571885,23140,,401035,,,,401035,134205,266830,,266830
170504,900192585,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,5662925,,5662925,44249,,4212991,,,1494183,,1236692,,257491,149901,107590,,107590
170504,900192585,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,3826859,,3826859,23475,,3860913,,,-10579,,1095487,,-1106066,115173,-1221239,,-1221239
170525,900663894,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,0,,0,8581673,,8943,5644,,8567086,378,,,8567464,9563,8557901,,8557901
170525,900663894,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Anterior,0,,0,1739944,,28728,5493024,,-3781808,489,,,-3781319,4739,-3786058,,-3786058
170533,800178743,12/31/2019,50 NIIF Pymes - Separados,V,Periodo Actual,2891665,,2891665,77391,448111,1141056,10653,,1369236,,896992,,472244,157383,314861,,314861
