Codigo Instancia,Nit,Fecha Corte,Punto Entrada,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente","Activos biológicos corrientes, al costo menos depreciación acumulada y deterioro de valor","Activos biológicos corrientes, al valor razonable",Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,"Propiedades, planta y equipo",Propiedades de inversión al costo menos depreciación acumulada y deterioro,Propiedades de inversión a valor razonable con cambios en resultados,Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones en subsidiarias,Inversiones en asociadas,Inversiones en negocios conjuntos,"Activos biológicos no corrientes, al costo menos depreciación acumulada y deterioro del valor","Activos biológicos no corrientes, al valor razonable",Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Préstamos corrientes,Parte corriente de préstamos no corrientes,Otros pasivos no financieros corrientes,Total pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Parte no corriente de préstamos no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
170761,900590645,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,529452,4321459,541815,422639,,,,2140,,,,5817505,209010,,,,0,,,,,,,,,,,,,209010,6026515,,,,3199444,,,,,,,,3199444,,,,1269421,,,,,,1269421,4468865,500000,,,,,122900,,934750,1557650,6026515
170761,900590645,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,171414,462995,868994,208189,,,,695018,,,,2406610,226676,,,,309,,,,,,,,,,,,,226985,2633595,33930,,33930,740375,18361,,,,28816,,,821482,,,,286143,,,413503,413503,356386,1056032,1877514,500000,,,,,122900,,133181,756081,2633595
170769,900120671,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1087688,968,,,,,,,,,,1088656,2841776,,,,,,940404,,,,274498,,60239,,144951,,,4261868,5350524,7222,,7222,2456,84500,,,,,,,94178,,,,529859,331470,,,,,861329,955507,500000,1790690,,,,,400000,1704327,4395017,5350524
170769,900120671,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1066542,938,,,,,,,,,,1067480,5429,2916225,,,,,3027467,,,,46981,,56857,,108774,,,6161733,7229213,6704,,6704,1679,50904,,,,,,,59287,,,,531020,1016174,,,,,1547194,1606481,500000,1790690,,,,,400000,2932042,5622732,7229213
170789,860536345,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,2388047,1664741,6880991,546720,,,5061,160440,,,,11646000,1166092,,,,,,,,,,,,26289,,867760,,,2060141,13706141,,,,659531,406019,6256817,,,1406467,,,8728834,,,,,17,,,,,17,8728851,24500,,,,,,5500,4947290,4977290,13706141
170789,860536345,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,2555082,1072108,5760615,608383,,,267,30825,,,,10027280,1261135,,,,,,,,,,,,22394,,801480,,,2085009,12112289,,,,619807,1044152,5931940,,,473157,,,8069056,,,,,12258,,,,,12258,8081314,24500,,,,,,5500,4000975,4030975,12112289
170801,901077546,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,688438,957077,,424816,,,,,,,,2070331,644900,,,,2495,,,275131,,,,,,,,,,922526,2992857,,,,661328,,,,,,,,661328,,,,547585,,,150000,150000,,697585,1358913,500000,,,,,,43379,1090565,1633944,2992857
170801,901077546,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,276802,852791,,223750,,,,,,,,1353343,536000,,,,,,,,,,,,,,,,,536000,1889343,,15696,15696,177667,238186,,,,,,,431549,,,,,,,,,524000,524000,955549,500000,,,,,,43379,390415,933794,1889343
170819,900737153,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,20000,8883,,,,,,,,,,28883,,1036964,,,,,,,,,,,,,,3425875,,4462839,4491722,,,,291181,,,,,,,,291181,,,,,4609,,,,,4609,295790,30000,,,,,4425177,,-259245,4195932,4491722
170819,900737153,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,20000,7500,,,,,,,,,,27500,,1036964,,,,,,,,,,,,,,3425875,,4462839,4490339,,,,220374,,,,,,,,220374,,,,,4609,,,,,4609,224983,30000,,,,,4425177,,-189821,4265356,4490339
170873,800022558,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,862364,39617589,43539046,2355741,,,,93370,,,,86468110,65382216,,,,,,7187947,,,,,,262979,,288533,1556192,,74677867,161145977,1662154,,1662154,17600615,5557462,43708967,41551430,2157537,51699,,,68580897,183218,,183218,,2624230,,6017212,6017212,,8824660,77405557,3976440,,,,230968,7484372,44869634,27179006,83740420,161145977
170873,800022558,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1540107,40999298,42428443,4610853,,,,97856,,,,89676557,62540618,,,,,,7017841,,,,,,346575,,559714,1550000,,72014748,161691305,1935155,,1935155,18786015,2513811,52798676,49245273,3553403,59514,,,76093171,183909,,183909,,2640602,,11630729,11630729,,14455240,90548411,3976440,,,,230968,7484372,39055112,20396002,71142894,161691305
170899,830002356,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1958894,1954593,239995,94576,,,,,,,,4248058,38107700,3372325,,,,,,,,,,,,,,,,41480025,45728083,,,,83086,18088,1619431,1619431,,80173,,,1800778,,,,,,,,,1204714,1204714,3005492,4161800,,,,37117425,465032,848122,130212,42722591,45728083
170899,830002356,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,652627,2176345,168237,69817,,,,,,,,3067026,38036578,3399427,,,,,,,,,,,,,,,,41436005,44503031,,,,100790,66826,256302,256302,,43031,,,466949,,,,,,,,,1337333,1337333,1804282,4161800,,,,37117425,465032,848122,106370,42698749,44503031
170906,800150547,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,2684,1524969,,,,,,,,,,1527653,,,,,,,50301163,,,,,,,,3889,,,50305052,51832705,,,,84431,2841,,,,,,,87272,,,,,,,,,,,87272,436114,101910,,,,,9980683,41226726,51745433,51832705
170906,800150547,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,87691,812084,,,,,,,,,,899775,,,,,,,47632963,,,,,,,,3900,,,47636863,48536638,,,,348,,,,,,,,348,,,,,,,,,,,348,436114,101910,,,,,5850835,42147431,48536290,48536638
170915,900053064,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1878392,8276650,11247165,2234609,,,,3216511,,,,26853327,3744951,,1042950,,41370,,,470547,,,,,,,,,,5299818,32153145,139206,,139206,14297942,384842,7106291,7106291,,,,,21928281,,,,,86113,,2930124,2930124,3231064,6247301,28175582,1000000,,,,,,233261,2744302,3977563,32153145
170915,900053064,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1864906,9662565,13271387,,,,,,,,,24798858,4097532,,1042950,,,,,477313,,,,,,,,,,5617795,30416653,,,,27262500,,,,,,,,27262500,,,,,,,,,,,27262500,1000000,,,,,,196801,1957352,3154153,30416653
170931,900106547,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,543482,1336128,,363106,,,,,,,,2242716,848817,,,,,,,,,,,,,,,1358000,,2206817,4449533,,,,289664,220846,5571,5571,,108269,,,624350,,,,,,,,,,,624350,400000,,,,,,278148,3147035,3825183,4449533
170931,900106547,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,417191,1269187,,493433,,,,,,,,2179811,894594,,,,,,,,,,,,,,,1358000,,2252594,4432405,,,,576805,213420,4795,4795,,76252,,,871272,,,,,,,,,,,871272,400000,,,,,,253444,2907689,3561133,4432405
170942,900109444,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,2013219,491792,,637387,,712462,,50151,,,,3905011,1743248,,34144609,,,,21205122,,,,30312030,,,,,,,87405009,91310020,,,,1232730,601386,2346844,2346844,,2793171,,,6974131,,,,14907727,1619979,,8898099,8898099,,25425805,32399936,500000,,,,,,250000,58160084,58910084,91310020
170942,900109444,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,1158233,804647,,869946,,737429,,52279,,,,3622534,2082837,,28984920,,,,21272048,,,,24023655,,,,,,,76363460,79985994,,,,2019280,1230835,1009410,1009410,,1418615,,,5678140,,,,13369298,967416,,9671415,9671415,,24008129,29686269,500000,,,,,,250000,49549725,50299725,79985994
170959,900480142,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,453801,,,110546,,,,,,,,564347,562786,,,,,8967901,,,,,549798,,1031,,,,,10081516,10645863,,,,567664,13382,,,,1000,,,582046,,,,1198563,,,,,,1198563,1780609,101000,7340000,,,,,3305766,-1881512,8865254,10645863
170959,900480142,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,559544,294045,,106976,,,,,,,,960565,562786,,,,,12296504,,,,,548538,,1031,,,,,13408859,14369424,,,,123951,69814,,,,1000,,,194765,,,,1997950,,,,,,1997950,2192715,101000,7340000,,,,,3305766,1429943,12176709,14369424
170985,900331152,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,2717461,2259652,2632993,159193,,,,408933,,,,8178232,3895532,,,,1851,11010437,,,,,,,,,,,,14907820,23086052,23197,,23197,3891097,475786,930228,930228,,46349,,,5366657,,,,,1069057,,534524,534524,2887099,4490680,9857337,300000,670000,,,8646580,,872018,2740117,13228715,23086052
170985,900331152,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,159892,2178203,3508102,190468,,,,415106,,,,6451771,4156603,,,,2852,9998194,,,,,,,,,,,,14157649,20609420,85870,,85870,3810613,199475,509912,509912,,,,,4605870,,,,,972536,,656052,656052,3129008,4757596,9363466,40000,670000,,,8671340,,-9760,1874374,11245954,20609420
171001,900183942,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,54943,12050,0,54747,0,0,0,0,,,,121740,194199,5405684,0,0,0,,887212,,0,0,0,0,635259,0,0,0,,7122354,7244094,0,0,0,138404,1474,36354,0,36354,0,,0,176232,0,0,0,0,0,0,56429,56429,0,56429,232661,1800000,11516089,0,0,0,0,218458,-6523114,7011433,7244094
171001,900183942,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,166037,14130,0,23420,0,0,0,0,,,,203587,205252,7472942,0,0,0,,1180745,,0,0,0,0,635259,0,0,0,,9494198,9697785,33333,0,33333,956955,496,31770,0,31770,0,,0,1022554,0,0,0,0,0,0,92748,92748,0,92748,1115302,1800000,11516089,0,0,0,0,218458,-4952064,8582483,9697785
171056,860039843,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,460225,796826,,101491,,,,,,,,1358542,5672883,,,,,,9386534,,,,,,7063,,129217,,,15195697,16554239,,,,979997,190894,,,,8683,,,1179574,,,,,1015192,,,,,1015192,2194766,640,,,,,,4545,14354288,14359473,16554239
171056,860039843,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,696798,217101,,99668,,,,,,,,1013567,5736070,,,,,,9386534,,,,,,57249,,217475,,,15397328,16410895,,,,1821273,164341,,,,10592,,,1996206,,,,124045,1015368,,,,,1139413,3135619,640,,,,,,4545,13270091,13275276,16410895
171065,900489545,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,3333,1000,0,0,0,0,2376198,0,,,,2380531,162525,0,0,0,0,,,,0,0,2324845,0,0,0,0,495691,,2983061,5363592,0,0,0,0,385,75624,75624,0,0,,0,76009,0,0,0,4736742,0,0,0,0,87181,4823923,4899932,300000,0,0,0,0,0,0,163660,463660,5363592
171065,900489545,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,3009,197000,0,0,0,0,2376198,0,,,,2576207,162525,0,0,0,0,0,0,0,0,0,2230953,0,0,0,0,488382,,2881860,5458067,0,0,0,0,28461,0,0,0,0,,0,28461,0,0,0,4867459,0,0,0,0,87181,4954640,4983101,300000,0,0,0,0,0,0,174966,474966,5458067
171072,900980844,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,49334,,606271,4890,,,,105199,,,,765694,2637791,,,,,,,,,,,,,,100000,334455,,3072246,3837940,4131,,4131,51538,15978,,,,,,,71647,,,,,,,,,2509913,2509913,2581560,110000,,,,,,,1146380,1256380,3837940
171072,900980844,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,23411,,599540,,,,,13400,,,,636351,3477791,,,,,,,,,,,,,,100000,394883,,3972674,4609025,,,,23742,,,,,,,,23742,,,,,,,,,2513352,2513352,2537094,110000,,,,,,,1961931,2071931,4609025
171075,900261542,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,5157226,68488,,,,,,591041,,,,5816755,205778,14003414,,,,,6536349,,,,16508711,,27648,,,,,37281900,43098655,,,,12406156,18524,,,,105032,,,12529712,,,,,2632103,,116469,116469,,2748572,15278284,7947933,387150,,,,,,19485288,27820371,43098655
171075,900261542,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,48454,21193,,,,,,4146,,,,73793,235029,17316832,,,,,5886596,,,,15369486,,3757,,,,,38811700,38885493,,,,10125200,100523,,,,174559,,,10400282,,,,,3642773,,83969,83969,,3726742,14127024,7947933,387150,,,,,,16423386,24758469,38885493
171342,800150544,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,447304,437126,,,,292382,,,,,,1176812,6054827,,,,,,50260241,,,,,,7909,,4320986,,,60643963,61820775,22903,,22903,308120,84291,184745,,184745,,,,600059,,,,347409,157014,,,,,504423,1104482,592018,,,,5516307,,3442864,51165104,60716293,61820775
171342,800150544,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,2351256,470564,,,,425831,,,,,,3247651,5711559,,,,,,44611885,,,,,,8133,,,,,50331577,53579228,22864,,22864,529052,108532,212227,,212227,,,,872675,,,,,140572,,,,,140572,1013247,592018,,,,1389399,,4810976,45773588,52565981,53579228
171349,830146943,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,4209,317360,,52607,,,,,,,,374176,113880,,4393376,,49199,,4656730,,,,4092024,,,,,,,13305209,13679385,,,,930593,16299,,,,,,,946892,,,,1534603,296086,,,,,1830689,2777581,50000,,,,4997027,,,5854777,10901804,13679385
171349,830146943,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,3861,496392,,21312,,,,,,,,521565,4390869,,4393376,,35751,,3291902,,,,338969,,42833,,,,,12493700,13015265,,,,389376,118731,,,,,,,508107,,,,2554908,416984,,,,,2971892,3479999,50000,,,,5227796,,,4257470,9535266,13015265
171363,860009807,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1597324,4774903,304279,0,0,0,798232,,,,,7474738,17378130,,,,6729428,,,,,,,,3549628,,1500000,,,29157186,36631924,1245378,0,1245378,506557,3080306,0,0,,,,,4832241,1494475,3563576,5058051,4789119,483047,1859219,8597435,8597435,6443062,27229933,32062174,2810418,480270,0,0,0,8118907,3393286,-10233131,4569750,36631924
171363,860009807,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,223891,6504742,83864,1262587,0,0,967584,0,,,,9042668,9255754,,,,9691611,,,,,,,,,,,,,18947365,27990033,1403114,0,1403114,1682232,4932311,1724171,1724171,,,,,9741828,0,1548939,1548939,2210636,,,3295266,3295266,2958232,10013073,19754901,2810418,480270,,,,1554659,2175055,1214730,8235132,27990033
171371,900247545,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,77469,2169684,,,,,,,,,,2247153,734019,,,,2303,,,,,,,,33309,,,,,769631,3016784,,,,151668,,,,,1042574,,,1194242,,,,,55888,,,,,55888,1250130,500000,,,,,270000,,996654,1766654,3016784
171371,900247545,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,423012,1093201,,,,,,,,,,1516213,458832,,,,2806,,,,,,,,45840,,,,,507478,2023691,,,,129595,92467,,,,,,,222062,,,,,3441,,316902,316902,250595,570938,793000,500000,,,,,,,730691,1230691,2023691
171400,900786846,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1324,3354045,,,,,,,,,,3355369,1389569,,4350000,,,,,,,,,,,,,11322,,5750891,9106260,30518,,30518,4070,1996,,,,,,,36584,,,,8978329,,,,,,8978329,9014913,100000,,,,,,,-8653,91347,9106260
171400,900786846,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,271,993942,,,,,,,,,,994213,1071381,,4350000,,,,,,,,,,,,,74666,,5496047,6490260,14860,,14860,272,6066,,,,,,,21198,,,,6378003,,,,,,6378003,6399201,100000,,,,,,,-8941,91059,6490260
171412,900311667,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,10767,1258838,,199695,,,,,,,,1469300,206742,,,,,20795493,,,,,14523523,,137380,,,,,35663138,37132438,,,,109073,318459,,,,,,,427532,,,,,5879,,,,,5879,433411,590000,1862200,,,,,250000,33996827,36699027,37132438
171412,900311667,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,162615,564916,,372877,,,,,,,,1100408,248262,,,,,18058850,,,,,13990523,,4309,,,,,32301944,33402352,,,,13807,257178,,,,2023,,,273008,,,,,415982,,,,,415982,688990,500000,1760000,,,,,250000,30203362,32713362,33402352
171508,830134971,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,6009099,15954594,935350,5380906,0,0,0,0,,,,28279949,9622519,359939,0,0,1706,4876,,,0,0,0,0,561491,0,,0,,10550531,38830480,6188434,0,6188434,5051635,5762614,3662059,3662059,0,0,,0,20664742,0,0,0,9304,786425,0,4862588,4862588,365837,6024154,26688896,1500000,0,0,0,0,160931,450000,10030653,12141584,38830480
171508,830134971,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,9984422,10080875,708717,4598078,0,0,0,0,,,,25372092,4852356,382438,0,0,0,0,,,0,0,0,0,0,0,,0,,5234794,30606886,5553352,0,5553352,4414629,4737638,3827289,3827289,0,0,,0,18532908,0,0,0,111330,515346,0,419628,419628,3522761,4569065,23101973,1500000,0,0,0,0,161715,450000,5393198,7504913,30606886
171529,900068548,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,46456,925199,703040,38023,,,,,,,,1712718,39541,,,,,,,,,,,,,,,,,39541,1752259,,,,80668,18802,215869,215869,,48685,,,364024,,,,73790,1115,,419396,419396,,494301,858325,500000,,,,,,60536,333398,893934,1752259
171529,900068548,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,34580,386822,848773,22762,,,,,,,,1292937,42355,,,,,,,,,,,,,,,,,42355,1335292,,,,47101,18817,47281,47281,,36467,,,149666,,,,42332,1431,,290514,290514,,334277,483943,500000,,,,,,56278,295071,851349,1335292
171553,900543063,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,82961,447226,0,98186,0,0,193369,0,,,,821742,2545513,0,14163080,0,89000,,,,0,0,62987,0,0,0,0,0,,16860580,17682322,22333,0,22333,911870,96330,530,530,0,0,,0,1031063,0,0,0,14676590,0,0,0,0,0,14676590,15707653,75000,2371557,0,0,0,0,0,-471888,1974669,17682322
171553,900543063,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,182220,1072141,,81405,,,1216737,,,,,2552503,1383586,0,13022000,0,89000,,,,0,0,632761,0,0,0,0,0,,15127347,17679850,15887,,15887,939351,98912,40,40,0,0,,,1054190,0,,0,14674385,,,,,,14674385,15728575,75000,2371557,,,,,,-495282,1951275,17679850
171585,804005049,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1099434,3550719,1965550,922005,,,,,,,,7799183,50274,,,,5253,,,,,,,,39701,,,,,95228,7894411,,10153,10153,687908,1623818,1231373,1231373,,938149,,,4491401,,,,,1735,,,,,1735,4493136,300000,300000,,,,,2322792,478483,3401275,7894411
171585,804005049,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,151068,4418350,2017862,654947,,,,,,,,7395358,9154,,,,3157,,,,,,,,3173,,,,,15484,7410842,,0,0,1515637,853621,1075771,1075771,,352782,,,3797811,,,,,0,,,,,0,3797811,300000,300000,,,,,2322792,690239,3613031,7410842
171645,816005452,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,14613,377811,,,,,,,,,,392424,3393851,,1275000,,,,156967,,35233,,,,3777,,,3653,,4868481,5260905,2625,,2625,4196,11528,8420,8420,,,,,26769,,,,,416145,,28853,28853,585796,1030794,1057563,254632,1063936,,,,,520325,2364449,4203342,5260905
171645,816005452,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,119680,345030,,,,,860,,,,,465570,4401499,,,,,,156967,,35233,,,,3777,,,2664,,4600140,5065710,2089,,2089,6028,60183,,,,,,,68300,,,,,327101,,45693,45693,677994,1050788,1119088,254632,1063936,,,,,304872,2323182,3946622,5065710
171657,804017043,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,668414,30091901,3187317,5698134,,,794646,362045,,,,40802457,23862289,,,,,4963100,,,134237,,4935342,,132696,5692308,,,,39719972,80522429,368553,,368553,9158570,3914905,9716493,9716493,,23422,,,23181943,,,,,3239909,,6365972,6365972,,9605881,32787824,8750600,3248408,803004,,19594,,19413622,17105385,47734605,80522429
171657,804017043,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,3682820,20777846,2374071,3393899,,,,2291163,,,,32519799,19649092,,,,3713,4963100,,,120545,,5062887,,180619,,5692135,,,35672091,68191890,328526,,328526,7962567,2787079,12661566,12661566,,106736,,,23846474,,,,,3736850,,,,,3736850,27583324,8750600,3248408,803004,,10224,,11933261,17469077,40608566,68191890
171666,800194952,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,55433,342272,,3824,,,,,,,,401529,332285,,,,,,1286154,,,,,,,,,,,1618439,2019968,9339,,9339,33436,12337,,,,,,,55112,,,,,,,,,,,55112,10000,,,,,,6308,1948548,1964856,2019968
171666,800194952,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,20283,399439,,19555,,,,,,,,439277,343083,,,,,,40750,,,,,,,,,,,383833,823110,2587,,2587,30000,31705,,,,,,,64292,,,,,,,,,,,64292,10000,,,,,,6308,742510,758818,823110
171689,860062160,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,235526,1355182,,61742,,,,714208,,,,2366658,,38137676,,,,,,,,,,,,,,,,38137676,40504334,,,,22690,167692,,,,45419,,,235801,,,,,9927151,,,,,9927151,10162952,118917,,,,3618373,,1283,26602809,30341382,40504334
171689,860062160,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,193756,1343536,,89101,,,,402250,,,,2028643,,38433107,,,,,,,,,,,,,,,,38433107,40461750,,,,157124,184924,,,,64535,,,406583,,,,,9990096,,,,,9990096,10396679,118917,,,,3309016,,1283,26635855,30065071,40461750
171721,890206051,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,2599260,27214193,,,,,,,,,,29813453,1938497,,,,,,5189761,,,,,,,,,94207,,7222465,37035918,6714860,,6714860,4925864,1626546,9712387,8938476,773911,237895,,,23217552,,,,,,,,,,,23217552,3200000,525000,,,,,1205204,8888162,13818366,37035918
171721,890206051,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,3420982,20903894,,,,,,,,,,24324876,1908610,,,,,,4457225,,,,,,,,,126340,,6492175,30817051,5945733,,5945733,3317555,1344647,7351403,6509572,841831,425969,,,18385307,,,,,,,,,,,18385307,3200000,525000,,,,,1064261,7642483,12431744,30817051
171755,900226655,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,10629,1014341,0,0,0,678155,0,0,,,,1703125,8149963,0,5168424,,,,,,0,213412,0,0,1115693,0,0,210922,,14858414,16561539,9918,0,9918,224776,20767,255423,255423,0,0,,0,510884,0,0,0,1033802,1571233,0,808838,808838,0,3413873,3924757,4000000,0,0,0,0,0,6038312,2598470,12636782,16561539
171755,900226655,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,15143,743336,0,0,0,519280,0,0,,,,1277759,8214431,0,5514604,,,,,,0,160028,1020668,0,0,0,0,0,,14909731,16187490,8156,0,8156,414919,9398,321116,321116,0,0,,0,753589,0,0,0,300466,452286,0,1079635,1079635,0,1832387,2585976,4000000,0,0,0,0,0,7067257,2534257,13601514,16187490
171789,900137583,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,34918,5582472,1138026,2222,,,,,,,,6757638,,,,,,,,,,,,,,,,,,,6757638,,,,3899761,58114,2010080,2010080,,532274,,,6500229,,,,,,,,,,,6500229,100000,,,,,,50000,107409,257409,6757638
171789,900137583,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,341098,10318188,3619281,,,,,,,,,14278567,,,,,,,,,,,,,,,,,,,14278567,,,,9139386,7152,4923210,4923210,,,,,14069748,,,,,,,,,,,14069748,100000,,,,,,50000,58819,208819,14278567
171807,800240980,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,79556,3337738,,37242,,,,,,,,3454536,1035138,,,,,,1609475,,,,,,148,,2675497,,,5320258,8774794,1934,,1934,3142009,39557,,,,,,,3183500,,,,,154071,,,,,154071,3337571,100000,,,,,,60056,5277167,5437223,8774794
171807,800240980,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,157002,3330099,,48465,,,,,,,,3535566,1035138,,,,,,1583797,,,,,,148,,2241000,,,4860083,8395649,706,,706,2681662,41206,,,,,,,2723574,,,,,154071,,,,,154071,2877645,100000,,,,,,60056,5357948,5518004,8395649
171818,900312249,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,1276880,7792278,,160550,,,11445797,10676,,,,20686181,1942422,3984396,,,,17358590,,,,,4978745,,,,1446256,,,29710409,50396590,,,,9279745,,,,,8337,,,9288082,,,,,477071,,,,,477071,9765153,211924,22945803,2,,,,5734171,11739541,40631437,50396590
171818,900312249,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,341340,5412020,,,,,10543408,258076,,,,16554844,1920096,3761980,,,,14817455,,,,,4829349,,,,1853816,,,27182696,43737540,,,,5674092,147843,,,,13795,,,5835730,,,,,454654,,,,,454654,6290384,202520,21678106,2,,,,343025,15223507,37447156,43737540
171857,900854161,12/31/2019,50 NIIF Pymes - Separados,Periodo Actual,3438,23749337,,3039,,,,,,,,23755814,,,,,,,,,,,,,,,,,,,23755814,,,,675559,3916,,,,,,,679475,,,,23274976,,,,,,23274976,23954451,50000,,,,,,,-248637,-198637,23755814
171857,900854161,12/31/2019,50 NIIF Pymes - Separados,Periodo Anterior,405386,23954019,,9238,,,,,,,,24368643,,,,,,,,,,,,,,,,,,,24368643,,,,6445758,21934,,,,,,,6467692,,,,18100800,,,,,,18100800,24568492,50000,,,,,,,-249849,-199849,24368643
